Phenotype,Function,p-value (-log10),Genes
Bodycomposition,Amyloid load of hippocampus,1.826813732,APOE;TFEB
Bodycomposition,Formation of aberrant crypt foci,1.826813732,FOS;POLB
Bodycomposition,Nucleation of filaments,1.826813732,AKAP9;APOE
Bodycomposition,Depletion of DNA,1.826813732,MFN2;PDSS2
Bodycomposition,Accumulation of bile acids and salt derivative,1.826813732,ATP8B1;VDR
Bodycomposition,Autophagy of kidney cells,1.826813732,ALDH2;BECN1
Bodycomposition,Abnormality of vestibulocochlear nerve,1.823908741,APOE;KCNE1;MYO7A;NTRK2;SCARB2
Bodycomposition,Formation of spleen,1.815308569,DICER1;FADD;FGF10;FLT3;KMT2A;POLB;SLC40A1
Bodycomposition,Albuminuria,1.812479279,ELMO1;LEPR;MAGI2;SCARB2;THSD7A;TXNIP
Bodycomposition,Quantity of lymphoid cells,1.812479279,ALDH2;AP1G1;APOE;ARID4B;ASCC3;CYP19A1;DICER1;DLK1;DNMT3A;ELK4;EOMES;FADD;FBXO11;FLT3;FOS;FOXP1;FOXP2;FUT4;ISM1;ITCH;ITGAE;KMT2E;LEPR;MAMLD1;MFN2;MPZL2;MYSM1;NCOR2;PELI1;PPARG;RUNX2;SEMA4D;SHH;SPN;SSBP2;SYK;TFEB;TLE4;TNFSF18;TXNIP;USP38;VDR;XBP1;XRCC5
Bodycomposition,Hypophosphatemia,1.812479279,DMP1;RCAN1;VDR
Bodycomposition,Quantity of lysosome,1.812479279,APOE;RREB1;TFEB
Bodycomposition,Maturation of epithelial cells,1.812479279,KCNE1;NCOR2;XBP1
Bodycomposition,Scotopic a-wave response,1.812479279,DICER1;IQCB1;RAB28
Bodycomposition,Atherosclerosis of aortic root,1.812479279,APOE;DENND5B;VDR
Bodycomposition,Progressive muscular dystrophy,1.806875402,BECN1;DMD;SNAP29;TFEB
Bodycomposition,Quantity of hair follicle,1.806875402,AKT2;APOE;CISD2;FGF10
Bodycomposition,Fertility,1.804100348,ACSL4;Adcy3;ARID4B;CAMSAP3;CYP19A1;DDHD1;DICER1;ENTPD1;FST;KMT2E;LEPR;NHLH2;PER2;PEX3;PPP3CA;RCAN1;RSPO1;SIK3;TACR3;UBE3A;USP42;VDR
Bodycomposition,Synthesis of reactive oxygen species,1.801342913,AKT2;ALDH2;APOE;BECN1;CYBA;DMD;EPAS1;FLT3;LEPR;MFN2;PDSS2;PPARG;SHH;SYK;TNFAIP1;TXNIP;VDR;XBP1
Bodycomposition,Mediastinal lesion,1.801342913,ADORA1;APOE;BECN1;DICER1;DMD;E2F3;ENTPD1;GSK3A;PAK1;PDGFC;PELI1;PPP3CA;PTP4A2;SSBP2;TEAD1;TFEB;TRPA1;VDR
Bodycomposition,Abnormal morphology of heart,1.795880017,ADORA1;APOE;BECN1;CCND2;CISD2;CYP19A1;DICER1;DMD;EPAS1;FADD;FOXP1;ITCH;Lefty1;LEPR;MAP3K1;MECOM;NCOR2;PAK1;PBX3;PDGFC;PFKM;PPARG;PPP3CA;RCAN1;SHH;SLC40A1;TEAD1;TRPC3;TWF1;TXNIP;VDR;XBP1;ZDHHC16
Bodycomposition,Metabolism of acylglycerol,1.793174124,APOE;BHMT;DGKD;GPLD1;PPARG;SIK1;TCF7L2
Bodycomposition,Maintenance of cells,1.785156152,BBS2;DICER1;EOMES;IQCB1;KDM4C;PRDM14;SETD1A;SHH
Bodycomposition,Formation of epidermis,1.779891912,CELSR1;DICER1;FGF10;FST;MYSM1;NCOR2;PPP3CA;PUM2;SHH;SOX21
Bodycomposition,Formation of lymphoid organ,1.777283529,AKT2;BECN1;CBX4;DICER1;EOMES;FADD;FGF10;FLT3;KMT2A;MYSM1;POLB;SEMA4D;SHH;SLC40A1;SYK
Bodycomposition,Neurodegeneration of outer hair cells,1.769551079,APOE;MYO7A;SCARB2;SUN1
Bodycomposition,Development of joint,1.769551079,EHMT1;ELMO1;RUNX2;SHH
Bodycomposition,Quantity of myofiber,1.769551079,FST;MSI2;PPP3CA;RCAN1
Bodycomposition,Morphology of placenta,1.769551079,APOE;FOS;MECOM;NCOA1;PPARG
Bodycomposition,Mean corpuscular volume,1.769551079,AMPD3;MYSM1;SLC25A21;SLC40A1;TRPC3
Bodycomposition,Morphology of neurons,1.76700389,APOE;BECN1;CACNA2D2;CHN1;DICER1;FOS;MAGI2;MYO6;NTRK2;PAK1;RAB8A;RCAN1;TENM4
Bodycomposition,Influx of Ca2+,1.76700389,APOE;MCU;NTRK2;PAK1;SPG11;STIM2;TRPA1;TRPC3
Bodycomposition,Inhibition of regulatory T lymphocytes,1.759450752,LEPR;PHLPP1;USP22
Bodycomposition,Accumulation of mitochondria,1.759450752,APOE;SNAP47;STX16
Bodycomposition,Formation of Sertoli cells,1.759450752,AKAP9;CYP19A1;FNDC3A
Bodycomposition,Secretion of amino acids,1.759450752,GRIK1;MYO6;NTRK2
Bodycomposition,Metaplasia of exocrine gland,1.759450752,ADORA1;PAK1;PPARG
Bodycomposition,Abnormal morphology of external genitalia,1.759450752,CYP19A1;NHLH2;PER2
Bodycomposition,Apoptosis of hematopoietic stem cells,1.759450752,EPAS1;MYSM1;NFYA
Bodycomposition,Proliferation of follicular B lymphocytes,1.759450752,DICER1;ITCH;SHH
Bodycomposition,Cell movement,1.747146969,ACSL4;Adcy3;ADORA1;AKT2;ALDH2;AMFR;APOE;AUTS2;BECN1;CAMK1D;CD200;CKB;CYP19A1;DDHD1;DICER1;DLGAP4;DLK1;DMD;DNMT3A;E2F3;ELMO1;EOMES;EPAS1;EPB41L5;ERAP1;FGF10;FNBP1L;FOS;FOXP1;FST;FUT4;GPR65;ISM1;ITCH;ITGAE;KIAA0319L;KLHL22;Lefty1;LEPR;LPP;MAP3K1;MBOAT7;MCU;MID1;MRAS;MYSM1;NHLH2;NTRK2;PACSIN2;PAK1;PCM1;PELI1;PER2;PIGF;PLXNB2;POLB;PPARG;PPP2R5C;PTPN14;RCAN1;RIC8A;RUNX2;SELENOK;SEMA4D;SFRP1;SFRP2;SHH;SPN;SUN2;SYK;TNFSF18;TRPA1;TWF1;USP38;VDR;XBP1
Bodycomposition,Organ Degeneration,1.744727495,APOE;BBS2;BECN1;CACNA2D2;CNOT7;DICER1;DMD;EPAS1;FST;GRIK1;KCNE1;MSI2;MYO7A;NCOA1;NHLH2;NTRK2;PFKM;RAB28;RLBP1;SCARB2;SUN1;TXNIP;XRCC5;ZBTB16
Bodycomposition,Proliferation of neural stem or precursor cells,1.744727495,APOE;DLGAP4;EPAS1;KDM4C;MSI2;NCOR2;PPARG;SETD1A;SHH
Bodycomposition,Development of B lymphocytes,1.744727495,AKT2;DICER1;FLT3;FOS;MYSM1;PPARG;SYK;XBP1;XRCC5
Bodycomposition,Oligozoospermia,1.744727495,CCND2;CNOT7;CYP19A1;DDHD1;GSK3A;UBE3A;VDR;VPS13B;ZBTB16
Bodycomposition,Proliferation of progenitor cells,1.744727495,AKT2;CCND2;E2F3;EOMES;FADD;FLT3;KMT2A;MECOM;PENK;PLXNB2;PUM2;RAB23;SFRP2;SHH;SYK;XRCC5;ZBTB16
Bodycomposition,Abnormal morphology of long bones,1.739928612,DMP1;FOS;SHH;SIK3;VDR
Bodycomposition,Length of long bones,1.739928612,DMP1;FOS;RUNX2;SFRP2;SIK3
Bodycomposition,Damage of genitourinary system,1.739928612,ADORA1;ALDH2;APOE;DICER1;FOS;FUT4;LEPR;PPARG;SHH;TFEB;TXNIP;VDR
Bodycomposition,Hyperplasia of tissue,1.739928612,APOE;CCND2;CNOT7;CYP19A1;FST;LEPR;NCOA1;PER2;PPARG;SHH;TRPC3;ZBTB16
Bodycomposition,Metabolism of reactive oxygen species,1.735182177,AKT2;ALDH2;APOE;BECN1;CYBA;DMD;EPAS1;FLT3;IMMP2L;LEPR;MFN2;PDSS2;PPARG;SHH;SYK;TNFAIP1;TXNIP;VDR;XBP1
Bodycomposition,Morphogenesis of forelimb,1.735182177,MECOM;RUNX2;SHH;ZBTB16
Bodycomposition,Quantity of alkaline phosphatase in blood,1.735182177,AGL;NCOA1;SIK3;VDR
Bodycomposition,Quantity of long-term hematopoietic stem cells,1.735182177,ALDH2;FADD;MECOM;ZBTB16
Bodycomposition,Cell viability of embryonic cells,1.735182177,DICER1;EHMT1;SHH;XRCC5
Bodycomposition,Hypoplasia of testis,1.735182177,CNOT7;E2F3;NCOA1;NHLH2
Bodycomposition,Cell viability of connective tissue cells,1.735182177,AKT2;FOS;MAP3K1;PER2;PPARG;USP22;XRCC5
Bodycomposition,Phosphorylation of peptide,1.735182177,DCLK2;DMD;GSK3A;SEMA4D;SFRP2;SYK;TNKS
Bodycomposition,Migration of neural cells,1.732828272,AUTS2;CKB;DLGAP4;E2F3;EOMES;ITCH;KIAA0319L;MRAS;NHLH2;NTRK2;PCM1;PLXNB2;RIC8A;SEMA4D
Bodycomposition,Hypoplasia of labyrinthine zone of placenta,1.725842151,DLK1;PPARG
Bodycomposition,Primary hypertension,1.725842151,EPAS1;PPARG
Bodycomposition,Quantity of type IIa myofibers,1.725842151,FST;MSI2
Bodycomposition,Abnormal energy balance,1.725842151,FOXP2;SIK3
Bodycomposition,Arrest in S phase of embryonic cell lines,1.725842151,SUN1;SUN2
Bodycomposition,Quantity of Leydig cells,1.725842151,CISD2;CYP19A1
Bodycomposition,Lack of semicircular canal,1.725842151,FGF10;SHH
Bodycomposition,Quantity of retinal rods,1.725842151,BBS2;FOS
Bodycomposition,Systole of left ventricle,1.725842151,SLC40A1;TRPA1
Bodycomposition,Adipogenesis of fibroblasts,1.725842151,E2F3;PPARG
Bodycomposition,Efflux of phospholipid,1.725842151,APOE;SPNS1
Bodycomposition,Abnormal morphology of ampullary crest,1.725842151,FGF10;KCNE1
Bodycomposition,Cell death of embryo,1.725842151,FADD;G2E3
Bodycomposition,Metabolism of androgen,1.725842151,CYP19A1;SHH
Bodycomposition,G0 phase of blood cells,1.725842151,FADD;FOS
Bodycomposition,Expansion of LSK cells,1.725842151,FLT3;PUM2
Bodycomposition,Clonal expansion of fibroblast cell lines,1.725842151,DLK1;RUNX2
Bodycomposition,Autophagy of cells,1.721246399,AKT2;ALDH2;BECN1;C9orf72;CISD2;GSK3A;HERC1;MFN2;PACSIN2;PDCD6IP;PPARG;TNFAIP1;XBP1
Bodycomposition,Internalization of protein,1.721246399,PPP3CA;SHH;SPG11;SYK;SYT1;TXNIP
Bodycomposition,Length of absolute anatomical region,1.716698771,AUTS2;FST;GHRHR;NHLH2;P3H1;PHLPP1;VDR
Bodycomposition,Cell viability,1.714442691,ACSL4;AKT2;AMFR;BECN1;DICER1;E2F3;EHMT1;FLT3;FOS;FOXP1;GHRH;GPR65;Gulo;HMGN1;MAP3K1;MYO7A;NTRK2;PACS2;PAK1;PER2;POLB;PPARG;PPP3CA;RUNX2;SFRP2;SHH;SPN;SYK;THOC1;USP22;XBP1;XRCC5
Bodycomposition,Generation of reactive oxygen species,1.714442691,APOE;BECN1;EPAS1;LEPR;SYK;TXNIP;VDR;XBP1
Bodycomposition,Degeneration of cochlea,1.714442691,APOE;KCNE1;MYO7A;SCARB2;SUN1
Bodycomposition,Progressive myopathy,1.714442691,BECN1;DICER1;DMD;SNAP29;TFEB
Bodycomposition,Receptor-mediated endocytosis,1.714442691,MAGI2;MYL3;SCARB2;SYT1;TMEM108
Bodycomposition,Differentiation of hematopoietic progenitor cells,1.71219827,DLK1;EPAS1;EXTL1;FADD;FLT3;FOXP1;KCNAB2;KMT2A;Krt75;MTURN;NFYA;NRXN1;RUNX2;SHH;SYK;TIFAB;VDR;XRCC5
Bodycomposition,Proliferation of neuronal cells,1.709965389,APOE;CELSR1;CHN1;CYP19A1;DLG4;FZD3;GAS7;GHRH;HDGFL3;MID1;NTRK2;PAK1;PLXNB2;PPARG;PTP4A2;SHH;SYK;TRPC3;UBE3A
Bodycomposition,Formation of hair,1.707743929,FST;SHH;VDR
Bodycomposition,Development of nose,1.707743929,Adcy3;PCSK5;SHH
Bodycomposition,Autophagy of neurons,1.707743929,BECN1;C9orf72;XBP1
Bodycomposition,Apoptosis of photoreceptors,1.707743929,AKT2;CD200;FOS
Bodycomposition,Excision repair of DNA,1.707743929,FOS;HMGN1;POLB
Bodycomposition,Abnormal morphology of testis,1.705533774,AKT2;CNOT7;CYP19A1;ELMO1;FANCL;FLT3;FOS;KMT2E;NCOA1;NHLH2;SUN1;TACR3;TIAL1;UBE2J1;VDR;VPS13B;ZBTB16
Bodycomposition,Morphology of testis,1.70333481,AKT2;APOE;CCND2;CIDEC;CISD2;CNOT7;CYP19A1;DDHD1;FST;GPR55;NAA10;NPEPPS;SUN1;TACR3;UBE3A;VDR
Bodycomposition,Abnormal bone density,1.70333481,AKT2;DICER1;DLK1;FADD;FOS;HERC1;NCOA1;PPP3CA;RUNX2;SEMA4D;XRCC5
Bodycomposition,Pathological dilation of abdominal aorta,1.701146924,ALDH2;APOE;RCAN1;SPN
Bodycomposition,Polyubiquitination of protein,1.701146924,G2E3;ITCH;PELI1;UBE4A
Bodycomposition,Dendritic growth/branching,1.698970004,APOE;AUTS2;CELSR1;CHN1;CYP19A1;DICER1;DLG4;ENTPD1;MAGI2;NTRK2;PAK1;TMEM108;UBE3A
Bodycomposition,Injury of kidney,1.698970004,ADORA1;ALDH2;DICER1;FOS;FUT4;LEPR;SHH;TFEB;TXNIP
Bodycomposition,Thymic hypoplasia,1.696803943,CACNA2D2;CBX4;KMT2E;SSBP2;TLE4;VDR;XRCC5
Bodycomposition,Morphology of beta islet cells,1.696803943,AKT2;CCND2;PPARG;PPP3CA;TCF7L2;TXNIP;VDR
Bodycomposition,Size of embryo,1.692503962,BECN1;DICER1;EPB41L5;FADD;FOXP1;FOXP2;MECOM;MFN2;RBMS1;SFRP1;SFRP2;SHH;SLC40A1;TEAD1;TIAL1;TNKS;USP22;XBP1;ZDHHC16
Bodycomposition,Branching of mammary gland,1.688246139,FGF10;LEPR;UBE3A;USP22;VDR
Bodycomposition,Mass of genital organ,1.68613278,AKT2;APOE;CCND2;CIDEC;CISD2;CNOT7;CYP19A1;DDHD1;GHRH;GPR55;IMMP2L;NAA10;SUN1;TACR3;UBE3A;VDR
Bodycomposition,Hyperplasia of secretory structure,1.681936665,CNOT7;CYP19A1;FOS;FST;GHRH;PAK1;PPARG;TCF7L2;VDR;ZBTB16
Bodycomposition,Metabolism of nucleotide,1.679853714,Adcy3;ALDH2;AMPD3;APOE;ENTPD1;GHRH;GHRHR;GMPS;GPR65;MFN2;MRAP2;SGMS1;SLC40A1;VDR
Bodycomposition,Disease of retina,1.677780705,APOE;BBS2;BECN1;CCND2;CD200;CISD2;COL6A3;CYBA;DICER1;EPAS1;FOS;FST;LEPR;MSI2;PDGFC;PEAK1;PER2;RAB28;RLBP1;SFRP1;SYK;VPS13B;XRCC5;ZDHHC16
Bodycomposition,Damage of kidney,1.677780705,ADORA1;ALDH2;APOE;DICER1;FOS;FUT4;LEPR;SHH;TFEB;TXNIP;VDR
Bodycomposition,Neurodegeneration of sensory neurons,1.66756154,APOE;ATP8B1;IQCB1;KCNE1;MINAR2;MYO7A;RAB28;SCARB2;SUN1
Bodycomposition,Resorption of bone,1.66756154,ADORA1;CYP19A1;DICER1;DLK1;FOS;GPR65;NCOA1;SYK;VDR
Bodycomposition,Progressive encephalopathy,1.66756154,APOE;ATL2;FADD;FKBP5;Ifitm1;PAK1;SYT1;XBP1;ZBTB16
Bodycomposition,Foliation of cerebellum,1.66756154,CCND2;PLXNB2;SUN1;SUN2
Bodycomposition,Morphogenesis of hair follicle,1.66756154,DICER1;FGF10;FST;SHH
Bodycomposition,Hypertrophy of heart,1.66756154,APOE;BECN1;CYP19A1;DICER1;DMD;EPAS1;ITCH;LEPR;PAK1;PBX3;PDGFC;PFKM;PPARG;PPP3CA;RCAN1;TRPC3;TWF1;VDR
Bodycomposition,Fibrosis of heart,1.665546249,ADORA1;APOE;BECN1;DICER1;DMD;ENTPD1;GSK3A;PAK1;PDGFC;PELI1;PPP3CA;TEAD1;TFEB;TRPA1;VDR
Bodycomposition,Quantity of polyunsaturated fatty acids,1.665546249,ACSL4;APOE;DICER1;ELOVL5;LEPR;PPARG;SLC30A7;SLC40A1
Bodycomposition,Cardiomyopathy,1.663540266,ADORA1;APOE;BECN1;CISD2;CYBA;DICER1;DMD;E2F3;ENTPD1;FADD;FOXP1;MAP3K1;NHLH2;NTRK2;PBX3;PDGFC;PFKM;PPARG;RCAN1;SCARB2;SFRP2;TEAD1;TRPC3;VDR;XBP1;ZDHHC16
Bodycomposition,Vascularization of retina,1.661543506,CISD2;DLK1;EPAS1;PDGFC;SFRP1
Bodycomposition,Metabolism of D-glucose,1.661543506,ADPGK;AKT2;DLK1;LEPR;TCF7L2
Bodycomposition,Abnormal morphology of dermis,1.661543506,AKT2;APOE;PTPRD;RUNX2;SHH
Bodycomposition,Formation of vesicles,1.661543506,BECN1;PDCD6IP;SNAP47;STX16;TIAL1
Bodycomposition,Activation of muscle cells,1.659555885,APOE;DACT3;FADD
Bodycomposition,Abnormal morphology of fibula,1.659555885,SHH;VDR;ZBTB16
Bodycomposition,Abnormal skeletal muscle fiber type ratio,1.659555885,MYH1;MYOZ1;PPP3CA
Bodycomposition,Abnormality of ankle joint,1.659555885,APOE;ELMO1;POLB
Bodycomposition,Abnormal morphology of vestibule,1.659555885,FGF10;KCNE1;SHH
Bodycomposition,Organization of chromosomes,1.659555885,ARID4B;HMGN1;MECOM;NUCKS1;PUM2;SETD1A;ZNF462
Bodycomposition,Quantity of lymphocytes,1.657577319,AP1G1;APOE;ARID4B;ASCC3;CYP19A1;DICER1;DLK1;DNMT3A;ELK4;EOMES;FADD;FBXO11;FLT3;FOS;FOXP1;FOXP2;FUT4;ISM1;ITCH;ITGAE;KMT2E;LEPR;MAMLD1;MFN2;MPZL2;MYSM1;NCOR2;PELI1;PPARG;RUNX2;SEMA4D;SHH;SPN;SSBP2;SYK;TFEB;TLE4;TNFSF18;TXNIP;USP38;VDR;XBP1;XRCC5
Bodycomposition,Exploratory behavior,1.647817482,APOE;CDC27;CKB;EHMT1;FOXP2;KMT2A;MINAR2;TRAPPC9
Bodycomposition,Quantity of B lymphocytes,1.647817482,APOE;ARID4B;CYP19A1;DLK1;FBXO11;FLT3;FOS;FOXP1;ITCH;KMT2E;MPZL2;MYSM1;NCOR2;PPARG;RUNX2;SEMA4D;SHH;SPN;SSBP2;SYK;TLE4;XBP1
Bodycomposition,Branching of neurites,1.645891561,APOE;AUTS2;CELSR1;CHN1;CYP19A1;DICER1;DLG4;ENTPD1;FOS;MAGI2;MID1;NTRK2;PAK1;TMEM108;UBE3A
Bodycomposition,Quantity of neuroendocrine cells,1.642065153,AKT2;DLK1;FGF10;FST;GHRH;LEPR;SLC30A7
Bodycomposition,Assembly of organelle,1.642065153,ABLIM1;ADORA1;AKAP9;BBS2;BECN1;C9orf72;CAMSAP3;ELMOD2;FNBP1L;GAS7;HDGFL3;IQCB1;MAP3K1;MYO7A;PAK1;PDCD6IP;PDXP;RAB8A;SFRP2;SNAP47;STX16;TIAL1;TWF1
Bodycomposition,Cardiac lesion,1.638272164,ADORA1;APOE;BECN1;DICER1;DMD;E2F3;ENTPD1;GSK3A;PAK1;PDGFC;PELI1;PPP3CA;TEAD1;TFEB;TRPA1;VDR
Bodycomposition,Size of gonad,1.63638802,AKT2;CYP19A1;FST;TACR3;UBE3A
Bodycomposition,Metaplasia,1.63638802,ADORA1;CYP19A1;PAK1;PPARG;SHH
Bodycomposition,Atrophy of organ,1.63638802,AKT2;APOE;DICER1;E2F3;FADD;FST;MAGI2;MFN2;MID1;NTRK2;TFEB;TLE4;VDR;XRCC5;ZBTB16
Bodycomposition,Abnormal morphology of brown adipose tissue,1.634512015,CIDEC;DNMT3A;MC3R;PTPRD
Bodycomposition,Depolymerization of filaments,1.634512015,APOE;HDGFL3;MICAL2;MID1
Bodycomposition,Fear memory acquisition,1.634512015,NTRK2;SLC40A1
Bodycomposition,Development of myeloblasts,1.634512015,ARID4B;KMT2E
Bodycomposition,Cell rolling of bone marrow-derived neutrophils,1.634512015,FUT4;SPN
Bodycomposition,Abnormal morphology of preputial gland,1.634512015,NHLH2;PER2
Bodycomposition,Abnormal morphology of posterior semicircular canal,1.634512015,FGF10;SHH
Bodycomposition,Degradation of chromosomes,1.634512015,POLB;XRCC5
Bodycomposition,Cell division of male germ cells,1.634512015,DICER1;ZBTB16
Bodycomposition,Sensitivity of connective tissue cells,1.634512015,HMGN1;NCOR2
Bodycomposition,Storage of triacylglycerol,1.634512015,APOE;CIDEC
Bodycomposition,Endocytosis by fibroblast cell lines,1.634512015,SHH;TFEB
Bodycomposition,Handling of Ca2+,1.634512015,MCU;MICU1
Bodycomposition,Function of vestibular system,1.634512015,KCNE1;MYO7A
Bodycomposition,Elongation of cilia,1.634512015,Adcy3;ELMOD1
Bodycomposition,Development of Wolffian duct,1.634512015,FGF10;GREB1L
Bodycomposition,Proliferation of thymocytes,1.634512015,EOMES;PENK;SHH;SYK;XRCC5;ZBTB16
Bodycomposition,Quantity of osteoclasts,1.625251654,CYP19A1;DICER1;FLT3;FOS;GPR55;HERC1;PHLPP1;SLC40A1;VDR
Bodycomposition,Neuronal cell death,1.623423043,ACSL4;ADORA1;AKT2;BECN1;CACNA2D2;CD200;COL6A3;DICER1;DLG4;E2F3;FADD;FOS;INPP5A;MAP3K1;MBOAT7;MFN2;MINAR2;MYO7A;NTRK2;PACS2;PDCD6IP;PDGFC;POLB;RREB1;SPG11;UHRF2;XBP1;XRCC5
Bodycomposition,Cell survival,1.617982957,ACSL4;AKT2;AMFR;BECN1;DICER1;E2F3;EHMT1;FLT3;FOS;FOXP1;GHRH;GPR65;Gulo;HMGN1;MAP3K1;MYO7A;NTRK2;PACS2;PAK1;PER2;POLB;PPARG;PPP3CA;RUNX2;SFRP2;SHH;SLC40A1;SPN;SYK;THOC1;USP22;XBP1;XRCC5
Bodycomposition,Hyperplasia of anterior tibial muscle,1.616184634,FST
Bodycomposition,Development of nephrogenic zone,1.616184634,PPP3CA
Bodycomposition,Lack of cerebellum fissure,1.616184634,SUN1
Bodycomposition,Bleeding of spinal cord,1.616184634,PCSK5
Bodycomposition,Morphogenesis of bronchiole,1.616184634,FGF10
Bodycomposition,Growth of adrenal cortex,1.616184634,SHH
Bodycomposition,Growth of renal cortex,1.616184634,PPP3CA
Bodycomposition,Disruption of seminiferous epithelium,1.616184634,ELMO1
Bodycomposition,Lipoatrophy of hibernating gland,1.616184634,PPARG
Bodycomposition,Dysfunction of Paneth cells,1.616184634,XBP1
Bodycomposition,Endocytosis of sucrose,1.616184634,SHH
Bodycomposition,Long-term potentiation of stratum radiatum,1.616184634,UBE3A
Bodycomposition,Activation of single positive thymocytes,1.616184634,FOXP1
Bodycomposition,Involution of blastocyst,1.616184634,G2E3
Bodycomposition,Drusenoid,1.616184634,APOE
Bodycomposition,Fibrosis of ventricular tissue,1.616184634,DICER1
Bodycomposition,Remodeling of gastrocnemius,1.616184634,FST
Bodycomposition,Delay in initiation of activation of natural killer cells,1.616184634,FLT3
Bodycomposition,Regression of fatty lesion,1.616184634,APOE
Bodycomposition,Primary pulmonary hypertension,1.616184634,EPAS1
Bodycomposition,Morphology of trophoblast giant cells,1.616184634,MFN2
Bodycomposition,Acidification of Golgi lumen,1.616184634,UBE3A
Bodycomposition,Accumulation of S-adenosylhomocysteine,1.616184634,USP22
Bodycomposition,Deformation of atlas,1.616184634,MLLT3
Bodycomposition,Accumulation of S-adenosylmethionine,1.616184634,USP22
Bodycomposition,Proliferation of glycogen cells,1.616184634,PTP4A2
Bodycomposition,Arrest in G0/G1 phase transition of hematopoietic progenitor cells,1.616184634,FOS
Bodycomposition,Hyperplasia of bronchial epithelial cells,1.616184634,PPARG
Bodycomposition,Lipoatrophy of perirenal white adipose tissue,1.616184634,PPARG
Bodycomposition,Endothelial dysfunction of aortic ring tissue,1.616184634,PPARG
Bodycomposition,Differentiation of trunk neural crest cells,1.616184634,SHH
Bodycomposition,Delay in exocytosis of dense-core vesicles,1.616184634,SYT1
Bodycomposition,Iron overload of spleen,1.616184634,SLC40A1
Bodycomposition,Molecular cleavage of GPI anchor,1.616184634,GPLD1
Bodycomposition,Quantity of ipsilateral projection of retinal ganglion cell,1.616184634,DICER1
Bodycomposition,Delay in initiation of growth of ovarian follicle,1.616184634,IMMP2L
Bodycomposition,Clathrin mediated endocytosis of vesicles,1.616184634,SYT1
Bodycomposition,Formation of cell-associated matrix,1.616184634,APOE
Bodycomposition,Endoplasmic reticulum stress response of dopaminergic neurons,1.616184634,XBP1
Bodycomposition,Nucleation of amyloid fibrils,1.616184634,APOE
Bodycomposition,Lymphoid hyperplasia of small intestine,1.616184634,TXNIP
Bodycomposition,Quantity of 15-hydroxyeicosatetraenoic acid,1.616184634,SLC40A1
Bodycomposition,Growth of mesencephalon,1.616184634,SHH
Bodycomposition,Lack of colon,1.616184634,FGF10
Bodycomposition,Area of chondrocytes,1.616184634,VDR
Bodycomposition,Growth of outer stripe of outer medulla,1.616184634,PPP3CA
Bodycomposition,Apoptosis of bone marrow precursor cells,1.616184634,KMT2A
Bodycomposition,Exhaustion of LSK cells,1.616184634,MYSM1
Bodycomposition,Expansion of mammary epithelium,1.616184634,LEPR
Bodycomposition,Cell movement of glioma cells,1.616184634,SFRP2
Bodycomposition,Quantity of Bifidobacterium,1.616184634,VDR
Bodycomposition,Excision repair of DNA fragment,1.616184634,POLB
Bodycomposition,Accumulation of arachidic acid,1.616184634,USP22
Bodycomposition,Development of placental spongiotrophoblast layer,1.616184634,PTP4A2
Bodycomposition,Oxygenation of blood,1.616184634,PPARG
Bodycomposition,Colony formation of stromal cells,1.616184634,PPP3CA
Bodycomposition,Hyperpolarization of mitochondrial membrane,1.616184634,SGMS1
Bodycomposition,Depolarization of hair cells,1.616184634,MYO7A
Bodycomposition,Cytostasis of smooth muscle cells,1.616184634,Adcy3
Bodycomposition,Quantity of stellate interneurons,1.616184634,CCND2
Bodycomposition,Reorganization of asters,1.616184634,SUN2
Bodycomposition,Degeneration of hepatocytes,1.616184634,XRCC5
Bodycomposition,Abnormal morphology of labium,1.616184634,CYP19A1
Bodycomposition,Atherosclerosis of carotid sinus,1.616184634,APOE
Bodycomposition,Abnormal morphology of papillary layer,1.616184634,SHH
Bodycomposition,Development of layer V,1.616184634,NTRK2
Bodycomposition,Proliferation of transitional epithelium,1.616184634,FGF10
Bodycomposition,Formation of pathological cyst in epididymis,1.616184634,FGF10
Bodycomposition,Accumulation of glutathione,1.616184634,USP22
Bodycomposition,Formation of dermal papilla,1.616184634,SHH
Bodycomposition,Myelination of dorsal root,1.616184634,DICER1
Bodycomposition,Meiosis of primordial germ cells,1.616184634,FANCL
Bodycomposition,Disruption of lysosome,1.616184634,BECN1
Bodycomposition,Formation of fibrin thrombus,1.616184634,VDR
Bodycomposition,Formation of genital tubercle,1.616184634,SHH
Bodycomposition,Delay in G1 phase of bone cell lines,1.616184634,RUNX2
Bodycomposition,Delay in initiation of formation of fur,1.616184634,PPARG
Bodycomposition,Hypertrophy of quadriceps femoris,1.616184634,FST
Bodycomposition,Delay in initiation of ossification of mandible,1.616184634,PCSK5
Bodycomposition,Conversion of NAD+,1.616184634,SPN
Bodycomposition,S phase of stem cells,1.616184634,KDM4C
Bodycomposition,Hyperplasia of adipocytes,1.616184634,LEPR
Bodycomposition,Hypertrophy of type IIx muscle fibers,1.616184634,DEPDC5
Bodycomposition,Area of abdominal adipose tissue,1.616184634,LEPR
Bodycomposition,Differentiation of early lymphoid progenitors,1.616184634,DLK1
Bodycomposition,Aplasia of lacrimal gland,1.616184634,FGF10
Bodycomposition,Mitosis of Th1 cells,1.616184634,FOS
