Phenotype,Function,p-value (-log10),Genes
Bodycomposition,Morphology of endocrine gland,2.749579998,AKT2;CCND2;DGKD;DUOXA2;GHRH;LEPR;PPARG;PPP3CA;TCF7L2;VDR
Bodycomposition,Development of genital organ,2.739928612,AKAP9;ARID4B;CCND2;CNOT7;DICER1;DMXL2;DNMT3A;FGF10;FNDC3A;FOS;FST;GREB1L;IMMP2L;KIAA0319L;LEPR;NCOA1;NHLH2;NTRK2;RSPO1;SFRP2;SIK3;UBE2J1;UBE3A;VDR;VPS13B;YTHDC2
Bodycomposition,Abnormal morphology of nervous system,2.730487056,AKT2;BBS2;CACNA2D2;CCND2;CHN1;CHRNB2;CISD2;CSMD3;DBN1;DICER1;E2F3;EHMT1;ELMOD1;EMX1;ENTPD1;EPAS1;FGF10;FOXP2;FST;LEPR;MAGI2;MECOM;NCOA1;NCOR2;NTRK2;PDCD6IP;PER2;PLXNB2;PPP3CA;RAB28;RREB1;SCARB2;STIM2;SUN1;SYNE2;UBE3A
Bodycomposition,Abnormal morphology of epiphyseal growth plate,2.725842151,E2F3;FLNB;FOS;RUNX2;TLE4;VDR
Bodycomposition,Abnormal morphology of granule neuron progenitor cells,2.723538196,CCND2;FOXP2;PLXNB2;SUN1
Bodycomposition,Hypothyroidism,2.723538196,DICER1;DUOXA2;FGF10;RUNX2
Bodycomposition,Mass of organism,2.709965389,AKT2;BBS2;DICER1;DLG2;DLK1;DNMT3A;E2F3;FLNB;FOS;FST;GAS7;Gulo;IMMP2L;LEPR;MECOM;NCOR2;NTRK2;PPARG;SGMS1;VDR
Bodycomposition,Development of body axis,2.707743929,BBS2;CCND2;CELSR1;CHRNB2;CISD2;DICER1;DLGAP4;DMXL2;DNMT3A;EMX1;ENTPD1;EPB41L5;FGF10;FOXP2;FST;FZD3;GHRH;IMMP2L;KMT2A;MAP3K1;MECOM;MLLT3;MTA1;MYO6;MYSM1;NCOR2;NTRK2;PCSK5;PLXNB2;PPARG;PPP3CA;RSU1;RUNX2;SFRP2;SUN1;TCF20;TCF7L2;TMEM108;TULP3;VPS13B
Bodycomposition,Concentration of D-glucose,2.701146924,AKT2;DGKD;DICER1;DLK1;ELOVL5;F2;FOXP1;GAS7;LEPR;MCU;NUCKS1;PER2;PPARG;PPP3CA;SCARB2;SIK3;TCF7L2;VDR
Bodycomposition,Size of muscle cells,2.694648631,AKT2;BECN1;DMD;MAP3K1;MSI2;PPP5C;SCARB2;VDR
Bodycomposition,Size of islets of Langerhans,2.681936665,AKT2;CCND2;DGKD;TCF7L2;VDR
Bodycomposition,Quantity of polyunsaturated fatty acids,2.675717545,ACSL4;Clcnkb;DICER1;ELOVL5;LEPR;PPARG;SLC30A7;SLC40A1
Bodycomposition,Development of pathological cyst,2.673664139,AKT2;BBS2;EPAS1;TULP3
Bodycomposition,Growth of reproductive tract,2.671620397,CCND2;FST;IMMP2L;NCOA1;NTRK2;UBE3A
Bodycomposition,Lymphopoiesis,2.661543506,AKT2;CCND2;DICER1;DNMT3A;ELK4;ENTPD1;EXTL1;FADD;FOS;FOXP1;GHRH;LEPR;MPZL2;MYSM1;PPARG;PPP2R2A;PPP3CA;PRKCH;RUNX2;SPN;STIM2;SYK;TFAP4;TFEB;TLE4;USP15;USP38;XRCC5
Bodycomposition,Phosphorylation of peptide,2.659555885,DMD;LRRK1;SEMA4D;SFRP2;SYK;TNKS;TTBK1
Bodycomposition,Quantity of hematopoietic progenitor cells,2.659555885,ARID4B;CCND2;DLK1;DNMT3A;ELK4;EPAS1;FADD;FOS;KMT2A;MECOM;MYSM1;NCOR2;PER2;PRKCH;PTH1R;RUNX2;SLC40A1;SSBP2;SST;SYK;TLE4;XRCC5
Bodycomposition,Hypoplasia of lymphoid organ,2.634512015,CACNA2D2;CBX4;FUT4;IL31RA;PRKCH;SSBP2;TLE4;VDR;XRCC5
Bodycomposition,Thymic hypoplasia,2.616184634,CACNA2D2;CBX4;PRKCH;SSBP2;TLE4;VDR;XRCC5
Bodycomposition,Abnormal morphology of body cavity,2.612610174,ACSL4;AKT2;ARID4B;BECN1;CCND2;CHRNB2;CISD2;Clcnkb;DEPDC5;DICER1;DLK1;DMD;E2F3;EPAS1;F2;FADD;FGF10;FOS;FOXP1;FOXP2;ITCH;LEPR;MAGI2;MAP3K1;MECOM;NCOA1;NCOR2;NHLH2;PBX3;PCSK5;PPARG;PPP3CA;PPP5C;PTH1R;RAB8A;RBMS1;RUNX2;SCARB2;SGMS1;SIK3;SLC40A1;SSBP2;SST;SUN1;SYK;TCF7L2;TEAD1;TFEB;THSD7A;TLE4;TWF1;VDR;XRCC5
Bodycomposition,Catabolism of ADP,2.598599459,AMPD3;ENTPD1
Bodycomposition,Thrombosis of mesenteric artery,2.598599459,F2;SYK
Bodycomposition,Transformation of liver cells,2.598599459,FOS;PBX3
Bodycomposition,Abnormal quantity of sperm,2.598599459,FOS;UBE2J1
Bodycomposition,Delayed egression of ear,2.598599459,CHRNB2;FOXP2
Bodycomposition,Abnormal morphology of esophageal smooth muscle,2.598599459,FOXP1;FOXP2
Bodycomposition,Perinatal death,2.596879479,AKT2;ARID4B;CBX4;DGKD;DICER1;DLK1;E2F3;EPAS1;F2;FGF10;FOS;FOXP1;FOXP2;FST;MAGI2;MLLT3;NTRK2;PBX3;PTH1R;RUNX2;SIK3;SSBP2;SUN1;SYK;SYNE2;TCF7L2
Bodycomposition,Organization of cytoskeleton,2.588380294,ABLIM1;AKAP9;BBS2;BECN1;C9orf72;CAMK1D;CELSR1;CHN1;CHRNB2;CSMD3;DBN1;DICER1;DLK1;ELMO1;ELMOD2;ENTPD1;EPB41L5;F2;FLNB;FNBP1L;FOS;FST;GAS7;HDGFL3;IDE;MAGI2;MYO6;NTRK2;PLXNB2;PPP3CA;PRKCH;RAB8A;SEMA4D;SFRP2;SHTN1;SYNE2;TENM4;THSD7A;TMEM108;UBE3A
Bodycomposition,Size of cells,2.583359493,AKT2;BBS2;BECN1;CHN1;DGKD;DICER1;DLK1;DMD;F2;FOXP1;IRAK2;MAP3K1;MSI2;NCOA1;NCOR2;PPARG;PPP5C;PTH1R;SCARB2;SIK3;TCF7L2;VDR
Bodycomposition,Morphology of cilia,2.581698709,ELMOD2;FST;TCF7L2;TULP3
Bodycomposition,Extraintestinal functional disorder,2.567030709,AKT2;DGKD;E2F3;EPAS1;FGF10;FOS;PER2;RUNX2;SIK3;XRCC5
Bodycomposition,Morphology of brain,2.559090918,AKT2;AP4E1;DICER1;DLGAP4;ENTPD1;FZD3;LEPR;PDCD6IP;PLXNB2;PPARG;PPP3CA;RAB23;SUN1
Bodycomposition,Quantity of neuroendocrine cells,2.552841969,AKT2;DLK1;FGF10;FST;GHRH;LEPR;SLC30A7
Bodycomposition,Abnormal morphology of Purkinje's layer of cerebellum,2.542118103,CCND2;CSMD3;FOXP2;NCOA1;RREB1;SUN1
Bodycomposition,Length of neurites,2.542118103,FOS;MYO6;NTRK2;RAB8A;SHTN1;TENM4
Bodycomposition,Accumulation of lipid,2.536107011,DICER1;ELOVL5;EPAS1;F2;FOS;GYS2;LEPR;PPARG;PPP5C;SCARB2;SHTN1;SLC40A1;SYK;TFEB;VDR
Bodycomposition,Morphology of reproductive system,2.534617149,AKT2;CCND2;CISD2;CNOT7;DDHD1;FOS;FST;GAS7;GHRH;IMMP2L;MECOM;NAA10;NCOA1;NTRK2;PPARG;SIK3;SUN1;UBE3A;VDR
Bodycomposition,Quantity of blood cells,2.53313238,AP1G1;ARID4B;ASCC3;CCND2;DICER1;DLK1;DMD;DNMT3A;DUSP3;ELK4;ELMO1;EPAS1;F2;FADD;FBXO11;FOS;FOXP1;FOXP2;FUT4;Gulo;ITCH;KMT2A;LEPR;MCU;MECOM;MPZL2;MYSM1;NCOR2;PELI1;PER2;PPARG;PRKCH;PTH1R;RUNX2;SEMA4D;SLC40A1;SPN;SSBP2;SST;SYK;TFEB;TLE4;USP38;VDR;VSIG4;XRCC5
Bodycomposition,Quantity of mineral,2.518557371,FOXP2;NCOA1;SLC25A21;TLE4;UBE2J1
Bodycomposition,Morphogenesis of epithelial cells,2.493494968,EPB41L5;FGF10;FLNB;MAP3K1
Bodycomposition,Cell death of cerebellar cortex cells,2.493494968,CACNA2D2;DICER1;INPP5A;NTRK2
Bodycomposition,Quantity of endocrine cells,2.492144128,AKT2;DGKD;DLK1;FGF10;FST;GHRH;LEPR;SLC30A7
Bodycomposition,Death of embryo,2.4867824,AP1G1;ARID4B;BECN1;CNOT4;DICER1;DNMT3A;EPAS1;F2;FADD;FLNB;FOXP1;FOXP2;GCLC;KMT2A;MECOM;NAA10;NCAPH;NCOA1;NTRK2;PCSK5;PIAS2;PPARG;PTH1R;SFRP2;SLC40A1;TEAD1;TFEB;XRCC5
Bodycomposition,Morphology of ovary,2.4867824,FST;GHRH;IMMP2L;NTRK2;UBE3A
Bodycomposition,Quantity of lymphatic system cells,2.482804102,AP1G1;ARID4B;ASCC3;DICER1;DLK1;DNMT3A;ELK4;FADD;FBXO11;FOS;FOXP1;FOXP2;FUT4;IL31RA;ITCH;KMT2A;LEPR;MECOM;MPZL2;MYSM1;NCOR2;PELI1;PPARG;PRKCH;RUNX2;SEMA4D;SPN;SSBP2;SST;SYK;TFEB;TLE4;USP38;VDR;VSIG4;XRCC5
Bodycomposition,Morphogenesis of nervous tissue,2.48148606,CAMK1D;CELSR1;CHN1;CHRNB2;CSMD3;DBN1;DICER1;ENTPD1;FNBP1L;FOS;FZD3;GAS7;HDGFL3;MAGI2;MYO6;NTRK2;PLXNB2;PPP3CA;SEMA4D;SFRP2;SHTN1;TENM4;TMEM108;UBE3A
Bodycomposition,Lymphoma,2.474955193,BECN1;CCND2;DICER1;E2F3;FOS;MTA1;NCAPH;NCOR2;PER2;PPARG;PRC1;SGMS1;SSBP2;TCF7L2;TWF1;UBE3A;XRCC5
Bodycomposition,Transformation of lymphatic system cells,2.468521083,CCND2;FOXP1;MECOM;PBX3;PHF20L1;VPS13B
Bodycomposition,Apoptosis,2.458420756,AKT2;BBS2;BECN1;CACNA2D2;CAMK1D;CCND2;CHRNB2;DICER1;DMD;DNMT3A;E2F3;ELMO1;EPAS1;F2;FADD;FBXO11;FGF10;FOS;FOXP1;G2E3;GAS7;GCLC;GHRH;IRAK2;KMT2A;MAGI2;MAP3K1;MECOM;MYSM1;NCOA1;NHLH2;NTRK2;PDCD6IP;PELI1;PIAS2;PLXNB2;PPARG;PPP3CA;PPP5C;PTH1R;RHBDD1;RREB1;RSPO1;SCARB2;SFRP2;SGMS1;SLC40A1;SPN;SUN1;SYK;TCF7L2;TEAD1;TEX261;TFAP4;TLE4;TMEM115;TOPORS;TRIM35;VDR;VPS13B;XRCC5
Bodycomposition,Size of epiphyseal growth plate,2.452225295,FLNB;SIK3;TLE4;VDR
Bodycomposition,Development of body trunk,2.446116973,AKT2;BECN1;C9orf72;CBX4;CCND2;DICER1;DMD;DNMT3A;EPAS1;FADD;FGF10;FOS;FOXP1;FOXP2;FST;GREB1L;GZF1;IMMP2L;KMT2A;LEPR;MAP3K1;MECOM;MYSM1;NCOA1;NCOR2;NHLH2;NTRK2;PCSK5;PPARG;PPP3CA;PPP5C;PTH1R;RSPO1;RUNX2;SIK3;SLC40A1;SYK;TEAD1;TENM4;TULP3;UBE3A;VDR;YTHDC2
Bodycomposition,Abnormality of limb bone,2.443697499,FGF10;FLNB;FST;LRRK1;RUNX2;SEMA4D;SFRP2;UBE2J1;VDR
Bodycomposition,Clearance of Staphylococcus aureus,2.427128398,F2;SYK
Bodycomposition,Mineralization of cartilage tissue,2.427128398,FLNB;RUNX2
Bodycomposition,Formation of colony forming unit osteoblasts,2.427128398,FST;PTH1R
Bodycomposition,Apoptosis of cerebellar granule cell,2.427128398,CACNA2D2;NTRK2
Bodycomposition,Killing of Listeria monocytogenes 10403S,2.427128398,SCARB2;VSIG4
Bodycomposition,Ventricular fibrillation,2.427128398,ENTPD1;NHLH2
Bodycomposition,Desquamation of cells,2.427128398,Gulo;NCOA1
Bodycomposition,Length of primary cilia,2.427128398,TCF7L2;TULP3
Bodycomposition,Metabolism of insulin,2.427128398,IDE;TCF7L2
Bodycomposition,Development of reproductive system,2.4225082,AKAP9;ARID4B;CCND2;CNOT7;DICER1;DMXL2;DNMT3A;EPAS1;FGF10;FNDC3A;FOS;FST;GREB1L;IMMP2L;KIAA0319L;LEPR;NCOA1;NHLH2;NTRK2;PPARG;PTH1R;RSPO1;RUNX2;SFRP2;SIK3;TFEB;UBE2J1;UBE3A;VDR;VPS13B;YTHDC2
Bodycomposition,Skin wound,2.410050399,LEPR;MAP3K1;PRKCH
Bodycomposition,Concentration of docosahexaenoic acid,2.410050399,ELOVL5;SLC30A7;SLC40A1
Bodycomposition,Secretion of neurotransmitter,2.397940009,AKT2;CHRNB2;ENTPD1;F2;SYK;SYT1
Bodycomposition,Abnormal morphology of epithelial tissue,2.394694954,AKT2;BBS2;CHRNB2;E2F3;ELMO1;EPAS1;FADD;FGF10;FOXP2;FST;Gulo;NTRK2;PDCD6IP;SCARB2;SIK3;SST;SYK;SYNE2;TCF7L2;VDR
Bodycomposition,Microtubule dynamics,2.387216143,ABLIM1;AKAP9;BBS2;BECN1;C9orf72;CAMK1D;CELSR1;CHN1;CHRNB2;CSMD3;DBN1;DICER1;DLK1;ELMOD2;ENTPD1;F2;FNBP1L;FOS;FST;GAS7;HDGFL3;IDE;MAGI2;MYO6;NTRK2;PLXNB2;PPP3CA;PRKCH;RAB8A;SEMA4D;SFRP2;SHTN1;SYNE2;TENM4;TMEM108;UBE3A
Bodycomposition,Quantity of islets of Langerhans,2.375717904,AKT2;DGKD;DLK1;FGF10;FST;SLC30A7
Bodycomposition,Concentration of eicosanoid,2.372634143,ACSL4;Clcnkb;ELOVL5;LEPR;PPARG;SLC30A7;SLC40A1
Bodycomposition,Proliferation of neuroglia,2.372634143,AKT2;DICER1;EMX1;IDE;LEPR;TCF7L2;TULP3
Bodycomposition,Metabolism of D-glucose,2.369572125,ADPGK;AKT2;DLK1;LEPR;TCF7L2
Bodycomposition,Ingestion by mice,2.355561411,CISD2;DICER1;LEPR;NTRK2;NUCKS1;PER2;PPARG;SLC30A7;TCF7L2;UBE2J1;VDR
Bodycomposition,Morphology of body cavity,2.354577731,AKT2;BBS2;BECN1;CCND2;DGKD;DICER1;DUOXA2;ELMO1;FADD;FOS;FOXP1;FOXP2;FST;GHRH;IMMP2L;LEPR;MAP3K1;NTRK2;PPARG;PPP3CA;PPP5C;PTH1R;SIK3;SLC40A1;SPN;TCF7L2;TFEB;TULP3;UBE3A;VDR
Bodycomposition,Mass of connective tissue,2.353596274,BBS2;DLK1;EPAS1;FST;GAS7;NAA10;NHLH2;PPARG;SGMS1;SIK3;TFEB;VDR
Bodycomposition,Length of cilia,2.348721986,FST;TCF7L2;TULP3
Bodycomposition,Morphogenesis of head,2.342944147,BBS2;CELSR1;EMX1;FGF10;FOXP2;FZD3;MAP3K1;MYO6;RUNX2;TCF7L2;TULP3;VPS13B
Bodycomposition,Ossification of bone,2.3400838,AKT2;ELMO1;FLNB;PCSK5;PER2;PPARG;RUNX2;SFRP2;VDR
Bodycomposition,Quantity of alkaline phosphatase in blood,2.335358024,LRRK1;NCOA1;SIK3;VDR
Bodycomposition,Hypoplasia of testis,2.335358024,CNOT7;E2F3;NCOA1;NHLH2
Bodycomposition,Formation of chromatin,2.330683119,ARID4B;DICER1;DNMT3A;MECOM;NUCKS1;ZNF462
Bodycomposition,Abnormal morphology of neck,2.330683119,EPAS1;FGF10;PRKCH;PTTG1IP;RUNX2;VDR
Bodycomposition,Assembly of organelle,2.329754147,ABLIM1;AKAP9;BBS2;BECN1;C9orf72;ELMOD2;F2;FNBP1L;GAS7;HDGFL3;MAP3K1;PDCD6IP;PRKCH;RAB8A;SFRP2;SNAP47;STX16;SYNE2;TWF1
Bodycomposition,S phase,2.316052869,CCND2;E2F3;F2;FOS;KDM4C;SUN1;XRCC5
Bodycomposition,Proliferation of B lymphocytes,2.310691141,CCND2;CHRNB2;DICER1;EXTL1;FADD;FOXP1;ITCH;MAP3K1;PELI1;PPARG;SEMA4D;STIM2;SYK
Bodycomposition,Abnormal morphology of limb,2.30980392,ELMO1;FGF10;FLNB;FOS;FST;LRRK1;PTH1R;RUNX2;SFRP2;SYK;UBE2J1;VDR
Bodycomposition,Proliferation of hematopoietic stem cells,2.308918508,CCND2;KMT2A;MECOM;PUM2;SFRP2;XRCC5
Bodycomposition,Size of animal,2.308034897,DGKD;DNMT3A;FADD;FGF10;FOS;FST;PCSK5;PPP3CA;PTH1R;RUNX2
Bodycomposition,Quantity of cytokine,2.301029996,AKT2;BBS2;E2F3;IRAK2;LEPR;NCOA1;NUCKS1;PER2;PPARG;SGMS1;SIK3;SST;VSIG4
Bodycomposition,Polyubiquitination of protein,2.298432015,G2E3;ITCH;PELI1;UBE4A
Bodycomposition,Mass of endocrine gland,2.298432015,AKT2;CCND2;DUOXA2;GHRH;LEPR;PPARG;PPP3CA
Bodycomposition,Growth of genital organ,2.298432015,CCND2;FOS;FST;IMMP2L;NCOA1;NTRK2;UBE3A
Bodycomposition,Abnormal morphology of marrow space,2.289882635,FOS;LRRK1;RUNX2
Bodycomposition,Concentration of cholesterol,2.287350298,AKAP9;DENND5B;DICER1;DLG2;DLK1;F2;GAS7;Gulo;LEPR;PPARG;PPP3CA;RSPO1;SIK3;TCF7L2;UBE2J1;VDR
Bodycomposition,Abnormal morphology of Purkinje cells,2.287350298,CCND2;CSMD3;NCOA1;RREB1;SUN1
Bodycomposition,Mitochondrial respiration of muscle cells,2.28567024,SLC40A1;TEAD1
Bodycomposition,Abnormal morphology of dilated esophagus,2.28567024,FOXP1;FOXP2
Bodycomposition,Exit from cell cycle progression of neuronal progenitor cells,2.28567024,DICER1;E2F3
Bodycomposition,Width of growth plate,2.28567024,FOS;RUNX2
Bodycomposition,Migration of lutenizing hormone-releasing hormone neurons,2.28567024,DBN1;NHLH2
Bodycomposition,Ossification of skeleton,2.28567024,PCSK5;RUNX2
Bodycomposition,Proliferation of radial glial progenitor cell,2.28567024,TCF7L2;TULP3
Bodycomposition,Severe diabetes mellitus,2.28567024,AKT2;LEPR
Bodycomposition,Formation of enchondroma,2.28567024,E2F3;PTH1R
Bodycomposition,Developmental process of synapse,2.284832642,CACNA2D2;CHRNB2;DLGAP4;DMD;GABRA2;GHRH;MYO6;NTRK2;PLXNB2;SEMA4D;SUN1
Bodycomposition,Transport of Ca2+,2.279840697,CHRNB2;MCU;PPP3CA;PTH1R;SELENOK;TSPAN13;VDR
Bodycomposition,Neuritogenesis,2.27572413,CAMK1D;CELSR1;CHN1;CHRNB2;CSMD3;DBN1;DICER1;ENTPD1;FNBP1L;FOS;GAS7;HDGFL3;MAGI2;MYO6;NTRK2;PLXNB2;PPP3CA;SEMA4D;SFRP2;SHTN1;TENM4;TMEM108;UBE3A
Bodycomposition,Transport of divalent cations,2.27572413,CHRNB2;MCU;PPP3CA;PTH1R;SELENOK;SLC30A7;TSPAN13;VDR
Bodycomposition,Morphology of neurons,2.273272791,BECN1;CACNA2D2;CHN1;DICER1;FOS;MAGI2;MYO6;NTRK2;RAB8A;SHTN1;TENM4
Bodycomposition,Quantity of germ cells,2.270025714,CNOT7;ENTPD1;EPAS1;FOS;NHLH2;RSPO1;SUN1;UBE2J1;UBE3A;VDR
Bodycomposition,Biosynthesis of ribonucleotide,2.266000713,AMPD3;F2;GMPS;SGMS1;SLC40A1;VDR
Bodycomposition,Mass of brown adipose tissue,2.262012674,EPAS1;FST;NAA10;PPARG
Bodycomposition,Width of hypertrophic chondrocyte layer,2.262012674,FLNB;RUNX2;SIK3;VDR
Bodycomposition,Loss of adipose tissue,2.234331445,AKT2;LEPR;PPARG
Bodycomposition,Positive selection of lymphocytes,2.234331445,ELK4;PRKCH;SYK
Bodycomposition,Abnormal morphology of eyelid aperture,2.234331445,CHRNB2;DLK1;PRKCH
Bodycomposition,Quantity of bone,2.221125528,DICER1;FOS;FST;LRRK1;MLLT3;PCSK5;PER2;PPARG;PTH1R;RUNX2;SFRP2;SLC40A1;VDR
Bodycomposition,Resorption of bone,2.214670165,DICER1;DLK1;FOS;LRRK1;NCOA1;PTH1R;SYK;VDR
Bodycomposition,Quantity of connective tissue cells,2.211124884,AKT2;DICER1;DNMT3A;FOS;LRRK1;NAA10;PER2;PPARG;PTH1R;RUNX2;SIK3;SLC40A1;VDR
Bodycomposition,Assembly of intercellular junctions,2.203425667,CACNA2D2;CHRNB2;DLGAP4;DMD;GABRA2;GHRH;MYO6;NTRK2;PDCD6IP;PLXNB2;SEMA4D;SUN1
Bodycomposition,Formation of plasma membrane,2.203425667,CACNA2D2;CHRNB2;DLGAP4;DMD;GABRA2;GHRH;MYO6;NTRK2;PDCD6IP;PLXNB2;SEMA4D;SUN1
Bodycomposition,Abnormal morphology of stem cells,2.19314197,CCND2;KMT2A;MECOM;RSPO1
Bodycomposition,Quantity of lymphocytes,2.192464972,AP1G1;ARID4B;ASCC3;DICER1;DLK1;DNMT3A;ELK4;FADD;FBXO11;FOS;FOXP1;FOXP2;FUT4;ITCH;LEPR;MPZL2;MYSM1;NCOR2;PELI1;PPARG;PRKCH;RUNX2;SEMA4D;SPN;SSBP2;SST;SYK;TFEB;TLE4;USP38;VDR;VSIG4;XRCC5
Bodycomposition,Remodeling of bone,2.187755303,DICER1;DLK1;FOS;LEPR;LRRK1;NCOA1;PTH1R;SYK;VDR
Bodycomposition,Function of rodents,2.183096161,BECN1;DMD;MCU;SFRP2;SLC40A1;SUN1
Bodycomposition,Mass of adipose tissue,2.18243463,BBS2;DLK1;EPAS1;FST;GAS7;NAA10;NHLH2;PPARG;SGMS1;SIK3;VDR
Bodycomposition,Thickness of bone,2.174573882,CISD2;FOS;LRRK1;PTH1R;RUNX2;TLE4;VDR
Bodycomposition,Transport of molecule,2.168130226,AKT2;AP1G1;AP4E1;ATP6V0B;CAMK1;CHRNB2;CTDSPL2;CYB561;ENTPD1;EPAS1;EXOC3;F2;FST;GHRH;MCU;MYO6;NTRK2;PER2;PPARG;PPP3CA;PTH1R;PXK;RHBDD1;RSPO1;SCARB2;SEC23A;SELENOK;SLC30A7;SLC40A1;STX16;SYK;SYT1;TFEB;TSPAN13;TTC7A;VDR;ZNF202
Bodycomposition,Morphology of mitochondrial cristae,2.164943898,LEPR;PPARG
Bodycomposition,Ossification of limb,2.164943898,ELMO1;PCSK5
Bodycomposition,Lesioning of skin,2.164943898,FADD;TTC7A
Bodycomposition,Differentiation of adipocytes,2.162411562,DLK1;FGF10;MECOM;NCOR2;PER2;PPARG;RAB8A;RREB1;SFRP2;SIK3;TCF7L2;VDR
Bodycomposition,Gonadogenesis,2.156767222,AKAP9;ARID4B;CCND2;CNOT7;DICER1;DMXL2;DNMT3A;FNDC3A;FOS;FST;IMMP2L;KIAA0319L;NCOA1;NHLH2;NTRK2;RSPO1;SFRP2;SIK3;UBE2J1;UBE3A;VDR;VPS13B;YTHDC2
Bodycomposition,Differentiation of connective tissue cells,2.150580586,AKT2;DICER1;DLK1;FGF10;FOS;FST;MECOM;NAA10;NCOR2;PER2;PPARG;PPP3CA;PTH1R;RAB23;RAB8A;RREB1;RUNX2;SEMA4D;SFRP2;SIK3;SYK;TCF7L2;VDR
Bodycomposition,Proliferation of blood cells,2.146301788,CCND2;CHRNB2;DICER1;EXTL1;F2;FADD;FOXP1;IDE;IL31RA;ITCH;KMT2A;LEPR;MAP3K1;MECOM;PELI1;PPARG;PPP3CA;PRKCH;PUM2;SELENOK;SEMA4D;SFRP2;SLC40A1;SPN;STIM2;SYK;VDR;VSIG4;XRCC5
Bodycomposition,Metabolism of nucleoside triphosphate,2.14327111,AMPD3;ENTPD1;F2;SGMS1;SLC40A1;VDR
Bodycomposition,Lymphoproliferative disorder,2.133712661,BECN1;CCND2;CTDSPL2;DICER1;E2F3;FBXO11;FOS;INPP5A;MTA1;NCAPH;NCOR2;PER2;PPARG;PPP5C;PRC1;SGMS1;SSBP2;TCF7L2;TWF1;UBE3A;XRCC5
Bodycomposition,Growth of uterus,2.131355562,FST;NCOA1;UBE3A
Bodycomposition,Morphology of myocardium,2.131355562,FOXP1;LEPR;PPARG
Bodycomposition,Sclerosis,2.131355562,DICER1;LRRK1;SEMA4D
Bodycomposition,Quantity of corpus luteum,2.127843727,ACSL4;AKT2;LEPR;RSPO1
Bodycomposition,Pathological cyst,2.125518182,ACSL4;AKT2;BBS2;EPAS1;FGF10;RSPO1;TULP3;VDR
Bodycomposition,Sensory disorders,2.125518182,BBS2;CEP250;CISD2;DMXL2;ELMOD1;F2;FGF10;FST;FZD3;LEPR;NTRK2;SCARB2;SLC25A21
Bodycomposition,Development of cytoplasm,2.122053048,BECN1;DBN1;DMD;F2;GAS7;HDGFL3;MAP3K1;PPARG;PRKCH;PTH1R;TFEB;TWF1
Bodycomposition,Abnormal morphology of respiratory system,2.109578981,BBS2;DMD;EPAS1;FGF10;FOS;FOXP1;FOXP2;FST;PBX3;PDCD6IP;PTH1R;RUNX2;SYK;VDR
Bodycomposition,Morphology of trabecular bone,2.109020403,CISD2;DLK1;FOS;LRRK1;PPARG;PTH1R;SLC40A1;TLE4;VDR
Bodycomposition,Imprinting,2.096367484,ARID4B;DLK1;DNMT3A;UBE3A
Bodycomposition,Formation of brain,2.094743951,BBS2;CCND2;CHRNB2;DICER1;DMXL2;EMX1;ENTPD1;FGF10;FOXP2;FZD3;IMMP2L;MECOM;NCOR2;NTRK2;PLXNB2;PPARG;PPP3CA;SUN1;TCF20;TMEM108;TULP3;VPS13B
Bodycomposition,Development of abdomen,2.09420412,C9orf72;CCND2;DICER1;EPAS1;FADD;FGF10;FOS;FST;GREB1L;GZF1;IMMP2L;KMT2A;LEPR;MECOM;NHLH2;NTRK2;PCSK5;PPARG;PPP3CA;RSPO1;SIK3;SLC40A1;UBE3A;YTHDC2
Bodycomposition,Arrest in differentiation of cells,2.087246696,DICER1;DLK1;FOXP1;SYK;XRCC5
Bodycomposition,Apoptosis of stem cells,2.087246696,DNMT3A;EPAS1;MAP3K1;MYSM1;SFRP2
Bodycomposition,Proliferation of LSK cells,2.083019953,KMT2A;MECOM;PUM2
Bodycomposition,Hyperplasia of muscle,2.083019953,Clcnkb;FST;PPARG
Bodycomposition,Abnormal morphology of eyelid,2.065501549,CHRNB2;DLK1;NTRK2;PRKCH
Bodycomposition,Thickness of compact bone,2.065501549,FOS;RUNX2;TLE4;VDR
Bodycomposition,Excitation of neurons,2.063989204,CHRNB2;DICER1;FOS;FOXP1;NTRK2
Bodycomposition,Abnormality of tibia,2.063989204,FST;LRRK1;RUNX2;UBE2J1;VDR
Bodycomposition,Hypoplasia of labyrinthine zone of placenta,2.060480747,DLK1;PPARG
Bodycomposition,Androgen receptor signaling pathway,2.060480747,PIAS2;UBE3A
Bodycomposition,Primary hypertension,2.060480747,EPAS1;PPARG
Bodycomposition,Formation of esophagus,2.060480747,FOXP1;FOXP2
Bodycomposition,Quantity of type IIa myofibers,2.060480747,FST;MSI2
Bodycomposition,Abnormal energy balance,2.060480747,FOXP2;SIK3
Bodycomposition,Differentiation of foam cells,2.060480747,PRKCH;SELENOK
Bodycomposition,Quantity of retinal rods,2.060480747,BBS2;FOS
Bodycomposition,Adipogenesis of fibroblasts,2.060480747,E2F3;PPARG
Bodycomposition,Transformation of hematopoietic stem cells,2.060480747,MECOM;PBX3
Bodycomposition,Cell death of embryo,2.060480747,FADD;G2E3
Bodycomposition,Mineralization of skull bone,2.060480747,PTH1R;RUNX2
Bodycomposition,G0 phase of blood cells,2.060480747,FADD;FOS
Bodycomposition,Clonal expansion of fibroblast cell lines,2.060480747,DLK1;RUNX2
